,宣传平台,活动分类,组织名称,联系方式,活动类型,具体活动,活动链接,针对用户群体,活动时间,活动频率,活动场地,活动价格,活动收藏量,浏览量
495,活动行-生活,聚会交友,,,,告别猜疑式恋爱， 如何让你爱的人爱上你,https://www.huodongxing.com/event/3593349324300?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,04月17日14:00,,广东深圳南山区大冲商务中心B座2808,,,118
496,活动行-生活,聚会交友,,,#单身聚会#剧本杀,【深圳站 | 戏精剧本杀】演员请就位！单身戏精们，快来与你心仪的ta同台飙戏吧！,https://www.huodongxing.com/event/4597408697912?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,05月15日14:00,,广东深圳南山地铁站-D口壹天地A1座,,,128
497,活动行-生活,聚会交友,,,#咖啡#聚会,学冲一杯属于自己的专属咖啡，把自己的家变成精品咖啡店,https://www.huodongxing.com/event/3597391334012?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,05月16日14:30,,广东深圳莲花西地铁站-A口,,,172
498,活动行-生活,聚会交友,,,#品酒#沙龙,以酒会友 · 红酒品鉴沙龙 【蓝莓酒专场】,https://www.huodongxing.com/event/6588747679700?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,04月21日14:00,,广东深圳龙岗区横岗街道龙岗大道7108号德荣大厦3楼3038室爱醒空间,,,808
499,活动行-生活,聚会交友,,,#交友#桌游,桌游聚会，0基础带玩，轻松热闹度过周末｜桌游聚会趴,https://www.huodongxing.com/event/3595300637712?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,05月04日14:00,,广东深圳科苑大道与登良路交汇处阿里中心T3大厦1层COSTA COFFEE(阿里中心店),,,622
500,活动行-生活,聚会交友,,,#棒球#交友,挥洒青春的棒球0基础体验，欢迎你来组队燃爆全场｜棒球体验课,https://www.huodongxing.com/event/3599422608912?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,05月30日15:00,,广东深圳西丽地铁站-C口,,,81
501,活动行-生活,聚会交友,,,,【深圳丨单身活动】周末羽毛球单身交友局！欢乐男女PK赛+下午茶+约饭交友！快来认识新朋友，组队运动起来！,https://www.huodongxing.com/event/6598283954200?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,05月23日12:00,,广东深圳南油地铁站-B口,,,53
502,活动行-生活,聚会交友,,,#交友#职场,"每周认识新朋友，一起聊聊在深圳""搞钱""的那些事｜职业交流会",https://www.huodongxing.com/event/5592513297700?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,04月10日14:30,,广东深圳登良地铁站-C口,,,687
503,活动行-生活,聚会交友,,,#单身交友#交友派对,（已满人）｜单身不单着，520相约深圳网红酒吧，过一个属于单身者的自由时光｜520单身派对,https://www.huodongxing.com/event/3597593865900?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,05月20日19:30,,广东深圳1979文化新天地西门B7栋(网红冰箱门),,,160
504,活动行-生活,聚会交友,,,#以茶会友,【邀】山房茶会丨岁月知味·品25年老普洱,https://www.huodongxing.com/event/7598598643400?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,05月22日14:30,,广东深圳福田区景桦花园2栋1107莲花山房茶室,,,79
505,活动行-生活,聚会交友,,,#音乐会#单身交友#相亲聚会,深圳青年音乐会KTV交友派对|社交户外活动,https://www.huodongxing.com/event/7600303149300?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,06月06日18:30,,广东深圳南山地铁站,,,158
506,活动行-生活,聚会交友,,,#单身#聚会,【深圳站 | vivo男生联谊】妹子速进！浪漫520之夜！快来与vivo的优秀小哥哥们约个会吧！,https://www.huodongxing.com/event/6597409412100?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,05月20日18:00,,广东深圳南山区华侨城壹天地A座301号,,,171
507,活动行-生活,聚会交友,,,#演讲#即兴表达,即兴表达决定你的能力和表现，你达标了吗？｜即兴表达公开课,https://www.huodongxing.com/event/7596577526312?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,05月08日19:00,,广东深圳科苑大道与登良路交汇处阿里中心T3大厦1层COSTA COFFEE(阿里中心店),,,492
508,活动行-生活,聚会交友,,,#交友#桌游,桌游聚会，0基础带玩，轻松热闹度过周末｜桌游聚会趴,https://www.huodongxing.com/event/2599425771312?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,05月29日14:00,,广东深圳登良地铁站-C口,,,92
509,活动行-生活,聚会交友,,,#活动#交友#单身,想把我唱给你听，深聚圈欢乐单身K歌交友 | 深圳周末活动,https://www.huodongxing.com/event/2595298414912?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,05月04日14:00,,广东深圳燕南地铁站-C口,,,453
510,活动行-生活,聚会交友,,,,深圳相亲会 | 6月6日深圳福田【90后女生专场】高品质相亲交友活动,https://www.huodongxing.com/event/3600257709900?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,06月06日13:30,,广东深圳报名成功以后联系客服Tuodan009索取详细地址,,,152
511,活动行-生活,聚会交友,,,#声乐课#交友#学习,学会唱歌，掌握这几个小技巧就够了，专业声乐老师带你快速掌握唱歌技巧｜声乐提升课,https://www.huodongxing.com/event/8598435396700?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,05月23日14:30,,广东深圳南山地铁站-E2口,,,61
512,活动行-生活,聚会交友,,,#高尔夫#交友,#线下活动# 我在 @活动行 发现一个不错的活动 #高尔夫交友趴#，分享给大家！,https://www.huodongxing.com/event/2595529626500?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,04月29日14:30,,广东深圳南山区龙井路169号众悦花园3楼302,,,42
513,活动行-生活,聚会交友,,,,APR.21 | 文艺小派对 私享轻奢小型音乐酒会,https://www.huodongxing.com/event/1593381112200?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,04月21日08:00,,广东深圳福田益田路平安金融中心南塔S104 DOUBLE LIVE,,,555
514,活动行-生活,聚会交友,,,#活动#交友#单身,想把我唱给你听，趁我们现在年轻如花｜深聚圈欢乐单身K歌交友会,https://www.huodongxing.com/event/9599421475212?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,05月30日13:30,,广东深圳燕南地铁站-C口,,,185
515,活动行-生活,聚会交友,,,,缘分海 | 6月4日＆6月5日深圳福田【桌游专场】单身交友活动！,https://www.huodongxing.com/event/7600695891100?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,06月04日19:00,,广东深圳报名成功后请添加微信Tuodan009获取详细地址,,,49
516,活动行-生活,聚会交友,,,#尤克里里,尤克里里0基础教学，一节课教会你弹唱三首歌 | 深圳周末活动,https://www.huodongxing.com/event/6592513911212?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,04月11日14:30,,广东深圳南山地铁站-E2口,,,608
517,活动行-生活,聚会交友,,,,MAY.21 | 夏日风情 露天泳池 派对Party,https://www.huodongxing.com/event/7598128592300?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,05月21日19:30,,广东深圳南山区欢乐海岸海园二路9号 蓝汐精品酒店,,,50
518,活动行-生活,聚会交友,,,#派对#交友#扑克,今天不谈夏普·深圳·神秘派对·笛卡尔-克莉丝汀俱乐部,https://www.huodongxing.com/event/5592620178100?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,04月18日14:00,,广东深圳南山区北环大道10010号塘尾小区1栋5楼沸奇公园轰趴馆,,,88
519,活动行-生活,聚会交友,,,#交友,一场交友聚会，组成CP，通过各种趣味游戏了解彼此｜民宿优质交友趴,https://www.huodongxing.com/event/9598435497412?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,05月23日14:30,,广东深圳龙华区致远中路28号深圳北站F2深圳北火车站-A2出站口,,,91
520,活动行-生活,聚会交友,,,#射箭#交友,拉弓，放箭，一百箭不够练，射箭的乐趣你造吗 | 深圳周末活动,https://www.huodongxing.com/event/2595299134412?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,05月03日14:30,,广东深圳海上世界地铁站-C口,,,390
521,活动行-生活,聚会交友,,,#企业老板#提升圈层#学习高尔夫,高尔夫交友趴,https://www.huodongxing.com/event/7593660452300?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,05月15日14:30,,广东深圳南山区桃源街道龙井路169号众悦花园三楼302,,,133
522,活动行-生活,聚会交友,,,#交友#桌游,桌游聚会，0基础带玩，轻松热闹度过周末｜桌游聚会趴,https://www.huodongxing.com/event/4596580237012?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,05月09日14:00,,广东深圳科苑大道与登良路交汇处阿里中心T3大厦1层COSTA COFFEE(阿里中心店),,,364
523,活动行-生活,聚会交友,,,#交友#桌游,桌游聚会，0基础带玩，轻松热闹度过周末｜桌游聚会趴,https://www.huodongxing.com/event/6598668633812?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,05月22日14:00,,广东深圳登良地铁站-C口,,,65
524,活动行-生活,聚会交友,,,,财商-桌游-人生模拟-红酒-品鉴-沙龙（含晚餐）,https://www.huodongxing.com/event/6592555056600?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,05月02日14:00,,广东深圳福田区安托山七路美您公园商场四楼,,,408
525,活动行-生活,聚会交友,,,#交友聚会#相亲,【优质交友会·90后女生专场】单身的小日子过多了，找个人开始甜甜的恋爱吧,https://www.huodongxing.com/event/2597389480412?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,05月16日14:00,,广东深圳车公庙地铁站-B口,,,217
526,活动行-生活,聚会交友,,,,APR.17 | 海归菁英&投资达人露天花园畅饮派对,https://www.huodongxing.com/event/9593378819300?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,04月17日20:00,,广东深圳深圳南山区华侨城威尼斯睿途酒店1楼Bluewater,,,131
527,活动行-生活,聚会交友,,,,富爸爸现金流（宝安场）,https://www.huodongxing.com/event/4597853857000?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,05月21日19:30,,广东深圳宝安区42区翻身路68号橙果商务酒店(宝安翻身路店),,,44
528,活动行-生活,聚会交友,,,,缘分海｜5月28日&5月29日深圳福田【桌游专场】单身交友活动！,https://www.huodongxing.com/event/6599288135400?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,05月28日19:00,,广东深圳报名成功后请添加微信Tuodan009获取详细地址,,,121
529,活动行-生活,聚会交友,,,#演讲#即兴表达,即兴表达能力决定职场和社交能力，你学会了吗？｜即兴表达公开课,https://www.huodongxing.com/event/3600426881012?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,06月05日14:30,,广东深圳车公庙地铁站C出口,,,105
530,活动行-生活,聚会交友,,,,如何与上级同级下级同事更好沟通？一对一职场人际心理分析,https://www.huodongxing.com/event/8582680572112?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,05月24日14:30,,广东深圳南山区粤海街道大冲社区铜鼓路39号大冲国际中心22楼,,,293
531,活动行-生活,聚会交友,,,#恋爱测评#心理测评#情感心理,龙华 & 关于脱单、恋爱恐惧、无法建立亲密关系 | 情感评估,https://www.huodongxing.com/event/4591177819312?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,05月24日15:30,,广东深圳龙华区建设东路与布龙路交叉路口西侧(鸿荣源尚峻)桥恩心理(深圳龙华店),,,95
532,活动行-生活,聚会交友,,,#服装搭配#穿搭,深圳 | 1天变网红，刷爆朋友圈，轻松搞定穿搭！,https://www.huodongxing.com/event/8591536623700?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,05月30日12:30,,广东深圳龙华区民治街道民治社区梅花山庄欣梅园A27栋优之翼共享衣橱(龙华梅花山庄店),,,1100
533,活动行-生活,聚会交友,,,#情感测评#心理测评#情感,龙华 & 你有哪些“隐藏”的情绪炸弹？ | 1对1心理评估,https://www.huodongxing.com/event/4590771495900?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,05月25日12:00,,广东深圳龙华区建设东路与布龙路交叉路口西侧(鸿荣源尚峻)桥恩心理(深圳龙华店),,,142
534,活动行-生活,聚会交友,,,#亲密关系#心理评估,龙华 & 不敢主动？容易被分手？亲密关系评估 | 1对1专业亲密关系障碍评估,https://www.huodongxing.com/event/2598383102412?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,05月18日10:30,,广东深圳建设东路与布龙路交叉路口西侧(鸿荣源尚峻)桥恩心理(深圳龙华店),,,49
535,活动行-生活,聚会交友,,,#英语角,深圳龙岗英语角_深圳小草英语角周日活动：电影 / 读书 / 主题演讲 / 话题讨论,https://www.huodongxing.com/event/7592656458400?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,05月30日14:30,,广东深圳龙岗区茂盛路169号茂盛世居,,,227
536,活动行-生活,聚会交友,,,#脱单,六月城市青年心动互选｜每一期都有伙伴脱单的活动,https://www.huodongxing.com/event/4600570822200?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,06月02日15:00,,广东深圳南海大道3005号荟芳园商业内街,,,35
537,活动行-生活,聚会交友,,,#情感#恋爱,你那么优秀，为什么总是遇到渣男？ | 1对1专业情感心理评估,https://www.huodongxing.com/event/2600394192912?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,06月01日09:30,,广东深圳南山区粤海街道大冲社区大冲国际中心22F桥恩心理,,,18
538,活动行-生活,聚会交友,,,#狼人杀#桌游,【iHUG狼人杀】有趣灵魂聚集地,https://www.huodongxing.com/event/9599741110912?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,06月06日13:30,,广东深圳地铁9号线深大南,,,192
539,活动行-生活,聚会交友,,,#情感咨询#心理测评#情感,龙华 & 跟Ta没有了共同话题， 是感情到头了吗？,https://www.huodongxing.com/event/7589926134400?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,05月25日12:00,,广东深圳龙华区建设东路与布龙路交叉路口西侧(鸿荣源尚峻)桥恩心理(深圳龙华店),,,72
540,活动行-生活,聚会交友,,,#情感#心理测评#爱情,龙华 & 是什么？让你想爱但不敢爱！ | 1对1专业情感心理评估,https://www.huodongxing.com/event/4590803416200?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,05月25日12:00,,广东深圳龙华区建设东路与布龙路交叉路口西侧(鸿荣源尚峻)桥恩心理(深圳龙华店),,,45
541,活动行-生活,聚会交友,,,#婚姻#情感#心理评估,龙华 & 出轨？猜疑？冷暴力？婚姻质量及问题评测 | 1对1专业情感心理评估,https://www.huodongxing.com/event/3593668032400?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,04月16日09:00,,广东深圳龙华区建设东路与布龙路交叉路口西侧(鸿荣源尚峻)桥恩心理(深圳龙华店),,,43
542,活动行-生活,聚会交友,,,,周六来一场天台烧烤，边吃边聊，认识新朋（深圳活动）,https://www.huodongxing.com/event/9601280955300?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,06月12日16:00,,广东深圳东角头地铁站-D口,,,0
543,活动行-生活,聚会交友,,,#缺爱#情感#心理评估,为什么越是缺爱的人越得不到爱？ | 1对1专业心理评估,https://www.huodongxing.com/event/6600394091712?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,06月01日09:30,,广东深圳南山区粤海街道大冲社区大冲国际中心22F桥恩心理,,,26
544,活动行-生活,聚会交友,,,#恋爱#情感#心理评估,龙华 & 争吵？冷暴力？如何保持恋爱的新鲜感？ | 1对1专业情感心理评估,https://www.huodongxing.com/event/6591108181700?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,05月25日12:00,,广东深圳龙华区建设东路与布龙路交叉路口西侧(鸿荣源尚峻)桥恩心理(深圳龙华店),,,100
545,活动行-生活,聚会交友,,,#原生家庭#伤痛#心理评估,龙华 & 解开原生家庭的束缚！ | 1对1原生家庭伤痛指数分析,https://www.huodongxing.com/event/9598383030212?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,05月18日10:30,,广东深圳建设东路与布龙路交叉路口西侧(鸿荣源尚峻)桥恩心理(深圳龙华店),,,41
546,活动行-生活,聚会交友,,,#交友#徒步#聚会,4月10日徒步大运绿道，打卡叠溪谷、神仙岭水库、大运体育中心,https://www.huodongxing.com/event/9591792600500?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,04月10日14:30,,广东深圳大运地铁站C口,,,181
547,活动行-生活,聚会交友,,,#情感#恋爱,你那么优秀，为什么总是遇到渣男？ | 1对1专业情感心理评估,https://www.huodongxing.com/event/7591796439100?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,04月23日11:00,,广东深圳南山区粤海街道大冲社区大冲国际中心22F桥恩心理,,,192
548,活动行-生活,聚会交友,,,#无敌海景#聚会交友#亲子旅游,聚会交友每周末及节假日中国最美海岸线东西冲穿越 寻梦者户外,https://www.huodongxing.com/event/7591589764112?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,04月10日08:00,,广东深圳深大北门,,,235
549,活动行-生活,聚会交友,,,#网红打卡#聚会交友#亲子旅游,每周六出发双月湾小星山浮潜、快艇冲浪、海滩烧烤、 篝火晚会、出海捕鱼 、观双月湾全景、海龟湾网红桥二天游寻梦者户外,https://www.huodongxing.com/event/9596060777400?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,05月03日09:00,,广东深圳深大北门,,,136
550,活动行-生活,聚会交友,,,,跳伞，蹦极，潜水，聚餐，户外露营，旅游，个人组织，招志同道合的玩伴！,https://www.huodongxing.com/event/2591528402712?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,04月10日14:00,,广东深圳南山区南头街道1956数字文化创意园2栋601室天空(南山店),,,198
551,活动行-生活,聚会交友,,,#自驾游#户外运动#聚会交友,《深圳车友会》每周日深圳周边自驾游，穿越最美路线，美好心情在路上,https://www.huodongxing.com/event/5591573960212?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,04月30日14:00,,广东深圳航城大道与黄田路交叉口西北角航城里购物中心,,,618
552,活动行-生活,聚会交友,,,#头马#演讲#SIX,头马俱乐部SIX Club第五十六期中文演讲例会——另一种白,https://www.huodongxing.com/event/6594487580612?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,04月24日14:00,,广东深圳福田区福明路40号雷圳大厦四楼锦囊青年酒店(深圳华强店),,,69
553,活动行-生活,聚会交友,,,,深圳五月1日| 中山公园踏青游园聚餐 最美人间五月天,https://www.huodongxing.com/event/1595075914700?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,05月01日14:30,,广东深圳南山区南山大道3109号中山公园-东门,,,153
554,活动行-生活,聚会交友,,,#剧本杀#桌游#交友,【iHUG剧本杀】有趣灵魂聚集地,https://www.huodongxing.com/event/7592244068612?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,04月11日13:30,,广东深圳地铁9号线深大南,,,149
555,活动行-生活,聚会交友,,,#交友#單身#分享,【深圳】咖啡聊天会，体验不同的故事,https://www.huodongxing.com/event/2593657322500?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,04月23日12:00,,广东深圳龙岗大道与龙城大道交汇处万科时代广场4栋零售商区地上一层L1-40A和L1-51单元星巴克臻选(龙城广场店),,,184
556,活动行-生活,聚会交友,,,#周末活动#聚会#话题,【iHUG话题汇】听别人的故事，悟自己的人生,https://www.huodongxing.com/event/4592245562000?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,04月10日13:30,,广东深圳地铁9号线深大南,,,210
557,活动行-生活,聚会交友,,,,6月6号 （周日下午)现实版心灵奇旅第3期：教你冥想疗愈+品茶,https://www.huodongxing.com/event/8600554192300?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,06月06日14:30,,广东深圳莲花北地铁站(详细地址报名成功后发布),,,59
558,活动行-生活,聚会交友,,,,5月4号（周二下午）沙盘游戏►如何与异性建立理想的亲密关系,https://www.huodongxing.com/event/2595064094400?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,05月04日15:00,,广东深圳南山桃园地铁站附近（详细地址报名成功后发布）,,,58
559,活动行-生活,聚会交友,,,,5月23号（周日下午） 恋爱实验室►一周CP，体验一周的脱单生活,https://www.huodongxing.com/event/9594955409100?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,05月23日14:30,,广东深圳老街地铁站(详细地址报名后公布),,,123
560,活动行-生活,聚会交友,,,#头马#演讲#SIX,头马俱乐部SIX Club第五十八期中文演讲例会——后真相时代,https://www.huodongxing.com/event/7599681333212?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,05月29日14:00,,广东深圳福田区福明路40号雷圳大厦四楼锦囊青年酒店(深圳华强店),,,42
561,活动行-生活,聚会交友,,,,5月4号（周二下午）CP版德州扑克体验｜智商+情商的高品质社交游戏,https://www.huodongxing.com/event/4595063291900?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,05月04日14:30,,广东深圳南山西丽地铁站附近一咖啡厅VIP包间（详细地址报名成功后公布）,,,91
562,活动行-生活,聚会交友,,,,5月30号（周日早上）运动交友►欢乐羽毛球（百胜羽毛球馆）,https://www.huodongxing.com/event/9599459472700?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,05月30日10:00,,广东深圳百胜羽毛球馆（详细地址报名成功后发布）,,,45
563,活动行-生活,聚会交友,,,,4月18号（周日早上）运动交友►欢乐羽毛球（百胜羽毛球馆）,https://www.huodongxing.com/event/8593625666900?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,04月18日10:00,,广东深圳百胜羽毛球馆,,,60
564,活动行-生活,聚会交友,,,#唱歌#娱乐休闲,【iHUG KTV】麦霸听霸聚集地,https://www.huodongxing.com/event/6599321252712?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,05月29日14:00,,广东深圳地铁5号线翻身,,,97
565,活动行-生活,聚会交友,,,,6月5号（周六晚上）优质单身饭局南山场►（本科以上学历小伙伴参与）,https://www.huodongxing.com/event/1600551910100?utm_source=%e5%8f%91%e7%8e%b0%e6%b4%bb%e5%8a%a8%e9%a1%b5&utm_medium=&utm_campaign=eventspage,,06月05日19:00,,广东深圳高新园地铁站(详细地址报名成功后发布),,,37
